timestamp_utc,snapshot_id,page_sha256,cards,min_rating,max_rating,source
2026-09-17T13:02:31.216445+00:00,efe8909e63d44d6b,2bd94464452b5d944addb4d4fe1f09b5c07dd5c7d291942571262110e9eb2ff6,122,81,93,https://www.fut.gg/cheapest-by-rating/
